City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,lilongwe,-13.9669,33.7873,297.52,57,1,1.59,MW,1700435013
286,kismayo,-0.3582,42.5454,297.58,92,100,1.24,SO,1700435013
287,la'ie,21.6477,-157.9253,302.13,62,96,6.44,US,1700434601
288,thul,28.2403,68.7759,292.48,33,0,2.58,PK,1700435014
289,prince rupert,54.3161,-130.3201,278.2,77,100,2.06,CA,1700434846
290,isperih,43.7167,26.8333,273.24,85,7,3.91,BG,1700435014
291,cruzeiro do sul,-29.5128,-51.9853,293.43,84,0,0.46,BR,1700434920
292,iturama,-19.7281,-50.1956,297.33,81,99,2.7,BR,1700435015
293,alesund,62.4723,6.1549,275.56,69,0,4.12,NO,1700435015
294,nzega,-2.479,29.5564,286.62,93,96,1.73,RW,1700435015
295,mumbwa,-14.9783,27.0619,296.29,30,57,2.68,ZM,1700435016
296,inirida,3.8653,-67.9239,301.35,79,92,1.47,CO,1700435016
297,fisterra,42.9049,-9.2629,289.12,85,22,6.14,ES,1700435016
298,kirensk,57.7853,108.1119,273.69,75,100,7.6,RU,1700435016
299,al bawiti,28.3492,28.8659,287.31,64,1,3.64,EG,1700434608
300,dahab,28.501,34.5134,292.42,54,40,8.31,EG,1700435017
301,hirara,24.8,125.2833,294.07,68,40,6.17,JP,1700434704
302,suomussalmi,64.8869,28.9078,267.96,96,100,2.65,FI,1700435017
303,karangampel,-6.4622,108.4519,300.59,68,23,3.47,ID,1700434760
304,papao,-17.75,-149.55,303.97,87,100,11.61,PF,1700435018
305,onguday,50.75,86.15,271.46,94,100,0.98,RU,1700435018
306,lihue,21.9789,-159.3672,298.4,88,100,3.6,US,1700434641
307,souillac,-20.5167,57.5167,298.36,83,40,5.14,MU,1700435018
308,yeppoon,-23.1333,150.7333,299.03,76,100,4.45,AU,1700435018
309,lewiston orchards,46.3804,-116.9754,283.1,58,0,7.2,US,1700435019
310,bartin,41.5833,32.5,278.28,90,100,6.62,TR,1700435019
311,orsa,54.5153,30.4053,267.76,77,90,2.04,BY,1700434725
312,guangshui,31.6199,113.9978,284.19,68,0,1.18,CN,1700435019
313,kamien pomorski,53.9685,14.7726,282.35,94,100,6.27,PL,1700435020
314,colares,38.7992,-9.4469,289.44,92,9,3.13,PT,1700435020
315,chillicothe,39.3331,-82.9824,284.96,56,0,0.0,US,1700434748
316,nabire,-3.3667,135.4833,300.85,79,32,1.79,ID,1700435020
317,west bay,19.3667,-81.4167,301.19,71,40,3.09,KY,1700435021
318,baruun-urt,46.6806,113.2792,267.44,74,6,5.86,MN,1700434890
319,kalawit,8.0667,122.5167,300.65,78,33,2.43,PH,1700435021
320,tezpur,26.6333,92.8,290.43,87,0,2.1,IN,1700435021
321,parabel',58.6978,81.4825,264.21,90,100,6.71,RU,1700435022
322,dampit,-8.2116,112.7493,296.03,88,36,1.53,ID,1700435022
323,mangrol,21.1167,70.1167,296.59,51,0,5.03,IN,1700435022
324,kalmunai,7.4167,81.8167,297.34,91,96,2.27,LK,1700435022
325,kusheriki,10.5328,6.4422,297.54,21,99,3.16,NG,1700435023
326,kapit,2.0167,112.9333,296.88,100,98,0.3,MY,1700434909
327,crane,31.3974,-102.3501,296.01,26,0,9.76,US,1700434703
328,pruszcz gdanski,54.2622,18.6363,275.91,92,100,5.66,PL,1700435023
329,sola,-13.8833,167.55,299.88,76,65,9.13,VU,1700434635
330,kisangani,0.5167,25.2,295.12,100,100,1.06,CD,1700435023
331,yakeshi,49.2833,120.7333,261.11,93,40,1.94,CN,1700435024
332,saint croix,17.7397,-64.7388,301.4,80,40,4.63,VI,1700435024
333,taruma,-22.7467,-50.5772,296.72,86,100,3.95,BR,1700435024
334,vielha,42.6846,0.7726,277.08,67,78,1.48,ES,1700435024
335,la passe,45.5549,-0.8967,285.36,85,58,2.5,FR,1700434636
336,vila velha,-20.3297,-40.2925,298.68,84,20,3.13,BR,1700435025
337,vilyuchinsk,52.9306,158.4028,278.3,79,100,8.21,RU,1700434596
338,iwon-up,40.3231,128.6553,276.48,45,0,2.73,KP,1700435025
339,labytnangi,66.6572,66.4183,244.01,96,38,0.82,RU,1700434680
340,armacao de buzios,-22.7469,-41.8817,298.18,97,100,3.04,BR,1700435025
341,egilsstadir,65.2653,-14.3948,275.1,93,100,2.06,IS,1700435026
342,yuzhno-kurilsk,44.0306,145.8556,278.91,84,100,5.13,RU,1700435026
343,taksimo,56.3444,114.8794,261.37,95,97,1.68,RU,1700435026
344,wakkanai,45.4094,141.6739,277.64,84,100,7.15,JP,1700435026
345,madalena,41.2162,-8.3345,288.45,95,26,0.95,PT,1700435026
346,sisimiut,66.9395,-53.6735,268.57,80,92,5.06,GL,1700434686
347,sao joao da barra,-21.6403,-41.0511,299.2,93,89,3.99,BR,1700434626
348,beykonak,36.3257,30.303,285.94,45,0,2.9,TR,1700435027
349,sirte,31.2089,16.5887,291.88,57,0,2.58,LY,1700434517
350,fort st. john,56.2499,-120.8529,279.09,65,75,7.72,CA,1700434601
351,roma,43.2128,-75.4557,275.98,82,100,5.66,US,1700434597
352,uige,-7.6087,15.0613,292.35,99,93,0.64,AO,1700435028
353,coahuayana de hidalgo,18.7,-103.6583,301.0,80,74,2.17,MX,1700434628
354,nadym,65.5333,72.5167,248.28,99,74,4.62,RU,1700435028
355,cadale,2.7603,46.3222,300.24,81,38,4.27,SO,1700435028
356,oltinko'l,40.8011,72.1634,285.8,57,48,0.58,UZ,1700435029
357,madang,-5.2246,145.7966,301.57,79,76,3.27,PG,1700435029
358,saldanha,-33.0117,17.9442,291.18,84,100,4.58,ZA,1700435029
359,makarska,43.2969,17.0178,283.93,86,7,1.56,HR,1700435029
360,bel ombre,-4.6167,55.4167,302.06,74,40,2.57,SC,1700435029
361,susuman,62.7833,148.1667,243.23,99,85,0.79,RU,1700434695
362,labuan,5.2767,115.2417,299.35,94,20,0.51,MY,1700435030
363,tucuma,-0.1833,-50.05,300.44,78,73,4.03,BR,1700435030
364,puerto ayora,-0.7393,-90.3518,299.13,88,25,1.34,EC,1700434595
365,kapa'a,22.0752,-159.319,298.81,87,100,3.6,US,1700434690
366,aqadyr,48.2553,72.8483,268.79,78,7,1.34,KZ,1700435031
367,ulladulla,-35.35,150.4667,296.93,60,100,3.62,AU,1700435031
368,dryden,49.7833,-92.7503,276.31,65,40,2.57,CA,1700434657
369,guangyuan,32.442,105.823,281.42,84,0,0.54,CN,1700435031
370,aras-asan,8.8908,126.3033,298.73,87,94,1.43,PH,1700435031
371,brooks,50.5834,-111.8851,288.14,31,83,2.06,CA,1700434949
372,mora,11.0461,14.1401,296.44,24,97,2.18,CM,1700435032
373,ulsteinvik,62.3432,5.8487,275.55,69,87,3.58,NO,1700434662
374,zheleznogorsk-ilimskiy,56.5768,104.1217,269.47,75,100,8.05,RU,1700435032
375,gilgit,35.9221,74.3087,283.55,42,57,2.1,PK,1700435032
376,bafoulabe,13.8065,-10.8321,304.24,21,65,2.4,ML,1700435032
377,yaren,-0.5472,166.916,301.84,72,60,2.93,NR,1700434622
378,paphos,34.7667,32.4167,290.03,48,20,8.23,CY,1700435033
379,vila franca do campo,37.7167,-25.4333,288.64,99,70,2.63,PT,1700434708
380,alo,7.4178,6.7371,299.14,63,88,1.06,NG,1700435033
381,hamilton,39.1834,-84.5333,285.58,54,2,0.89,US,1700434685
382,siniscola,40.5719,9.6922,290.9,90,92,3.42,IT,1700435034
383,guiratinga,-16.3494,-53.7583,299.64,56,100,0.48,BR,1700435034
384,yima,34.7381,111.8839,279.51,44,0,1.35,CN,1700435034
385,troitsko-pechorsk,62.7084,56.1964,264.09,93,98,3.13,RU,1700435034
386,villa de arista,22.65,-100.8333,302.6,19,0,3.84,MX,1700435034
387,norrtalje,59.758,18.705,270.61,90,100,1.43,SE,1700435035
388,unai,-16.3575,-46.9061,300.32,59,69,1.07,BR,1700435035
389,carutapera,-1.195,-46.02,300.28,82,100,3.6,BR,1700434667
390,tengrela,10.4869,-6.4097,299.19,31,41,1.61,CI,1700435035
391,usogorsk,63.4106,48.6872,264.63,94,95,2.42,RU,1700435035
392,loreto,22.2667,-101.9667,299.17,21,0,5.35,MX,1700435035
393,ebaye,8.7748,167.7392,303.16,70,0,6.69,MH,1700435036
394,princeville,45.7668,-61.2985,276.72,85,40,3.6,CA,1700435022
395,rustaq,23.3908,57.4244,295.5,68,26,0.91,OM,1700435036
396,kavieng,-2.5744,150.7967,301.54,79,59,7.35,PG,1700435036
397,dizangue,3.7667,9.9833,297.44,96,100,0.87,CM,1700435036
398,kristiansund,63.1115,7.732,271.51,74,0,3.09,NO,1700434621
399,aljezur,37.3191,-8.8033,291.08,80,8,2.4,PT,1700435037
400,camayenne,9.535,-13.6878,296.2,94,75,4.12,GN,1700435037
401,tvoroyri,61.5556,-6.8111,280.83,83,100,12.01,FO,1700435038
402,guna,24.65,77.3167,290.98,72,0,3.52,IN,1700435038
403,svetlyy,54.675,20.1347,274.18,94,94,7.15,RU,1700435038
404,blandford forum,50.8607,-2.1617,285.08,84,83,7.14,GB,1700435039
405,chernyshevskiy,63.0128,112.4714,263.37,92,100,4.31,RU,1700435039
406,dakhla,23.6848,-15.958,293.98,70,1,5.37,EH,1700435039
407,novyy urgal,51.0736,132.5642,257.93,98,20,0.78,RU,1700435039
408,la rinconada,37.4873,-5.9826,290.4,80,0,1.54,ES,1700435039
409,pyin oo lwin,22.0333,96.4667,286.8,96,14,1.58,MM,1700435040
410,shimoda,34.6667,138.95,288.21,65,1,13.35,JP,1700435040
411,howrah,22.5892,88.3103,294.15,88,6,2.06,IN,1700435040
412,boa vista,2.8197,-60.6733,307.14,46,40,4.12,BR,1700434669
413,jianguang,28.1938,115.7836,284.7,74,2,1.51,CN,1700435040
414,mariehamn,60.0973,19.9348,272.49,86,100,1.54,AX,1700435041
415,ar rutbah,33.0381,40.2848,285.6,64,73,8.6,IQ,1700435041
416,laguna,38.421,-121.4238,290.4,45,0,7.72,US,1700435041
417,saint-pierre,-21.3393,55.4781,292.97,68,0,3.09,RE,1700434668
418,rodekro,55.0702,9.3164,282.9,95,75,2.06,DK,1700435041
419,bamboo flat,11.7,92.7167,300.2,78,40,2.06,IN,1700434641
420,sitka,57.0531,-135.33,275.09,80,100,1.54,US,1700434545
421,dalbandin,28.8947,64.4101,290.64,41,17,1.9,PK,1700435042
422,bonthe,7.5264,-12.505,299.74,84,100,2.43,SL,1700434708
423,saint-joseph,-21.3667,55.6167,292.36,52,0,1.26,RE,1700435042
424,salalah,17.0151,54.0924,298.54,75,38,2.06,OM,1700434623
425,mandalgovi,45.7625,106.2708,271.12,40,15,4.22,MN,1700434671
426,basco,20.4487,121.9702,297.83,61,65,9.56,PH,1700435043
427,puerto aysen,-45.4,-72.7,278.54,100,100,0.94,CL,1700435043
428,staryya darohi,53.0402,28.267,269.94,67,92,2.38,BY,1700435043
429,capitao poco,-1.7464,-47.0594,300.23,72,86,4.07,BR,1700435038
430,eyl,7.9803,49.8164,299.01,79,35,4.57,SO,1700434868
431,betio village,1.358,172.9211,304.17,71,4,4.32,KI,1700435046
432,tierralta,8.1736,-76.0592,297.99,90,98,1.66,CO,1700435046
433,mirny,62.5353,113.9611,266.06,92,100,3.13,RU,1700435046
434,komotini,41.1228,25.3964,279.85,81,11,0.75,GR,1700435047
435,concordia,-31.393,-58.0209,292.35,58,24,1.67,AR,1700435047
436,general pico,-35.6566,-63.7568,296.93,26,2,4.02,AR,1700435047
437,avarua,-21.2078,-159.775,298.18,69,40,7.2,CK,1700434606
438,kananga,-5.8958,22.4178,294.06,97,100,0.51,CD,1700435048
439,lompoc,34.6391,-120.4579,295.94,48,0,11.32,US,1700434653
440,kourou,5.1552,-52.6478,301.18,87,3,3.14,GF,1700434642
441,cabedelo,-6.9811,-34.8339,300.52,80,4,4.57,BR,1700434854
442,baharly,38.4362,57.4316,290.44,45,0,4.12,TM,1700435048
443,kununurra,-15.7667,128.7333,303.14,62,85,2.57,AU,1700434616
444,fale old settlement,-9.3852,-171.2468,302.36,72,70,8.48,TK,1700434636
445,khadan khak,30.7477,67.7085,281.32,64,3,0.54,PK,1700435049
446,saguenay,48.4168,-71.0657,272.21,80,100,6.69,CA,1700434763
447,porto novo,6.4965,2.6036,301.05,85,96,3.42,BJ,1700434698
448,puerto baquerizo moreno,-0.9,-89.6,299.7,83,20,2.57,EC,1700434664
449,port hedland,-20.3167,118.5667,300.18,50,16,2.57,AU,1700434614
450,tocopilla,-22.092,-70.1979,292.4,65,27,2.2,CL,1700434877
451,anacapri,40.5558,14.2136,289.89,80,99,3.7,IT,1700435050
452,kabala,9.5833,-11.55,296.88,85,85,1.65,SL,1700435050
453,bengkulu,-3.8004,102.2655,296.83,95,92,2.08,ID,1700435051
454,tahmoor,-34.2167,150.5833,295.43,74,100,0.5,AU,1700435051
455,vilyuysk,63.7553,121.6247,264.26,89,100,6.26,RU,1700434619
456,surgut,61.25,73.4167,247.25,76,0,3.0,RU,1700434965
457,akureyri,65.6835,-18.0878,263.11,92,0,1.03,IS,1700434608
458,mont-tremblant,46.1949,-74.6264,271.92,69,88,1.03,CA,1700435052
459,juneau,58.3019,-134.4197,271.15,88,100,2.06,US,1700435052
460,tucupita,9.0622,-62.051,299.43,70,95,2.94,VE,1700435052
461,qashyr,53.0675,76.1036,267.49,67,8,5.43,KZ,1700435052
462,talara,-4.5772,-81.2719,298.57,69,0,4.12,PE,1700434673
463,berdyaush,55.1619,59.1464,264.39,74,92,1.87,RU,1700435053
464,helong,42.5397,128.9972,270.02,76,13,5.12,CN,1700435053
465,selfoss,63.9331,-20.9971,272.62,71,57,0.58,IS,1700434638
466,bandar abbas,27.1865,56.2808,294.14,88,69,3.09,IR,1700434943
467,uaua,-9.8414,-39.4817,306.15,28,48,7.83,BR,1700435053
468,vorkuta,67.5,64.0,242.72,100,40,1.47,RU,1700434687
469,ortigueira,-24.2083,-50.9494,294.03,98,99,1.17,BR,1700435054
470,kobe,34.6913,135.183,288.97,71,40,5.14,JP,1700435054
471,mathis,28.0945,-97.828,297.14,82,100,4.69,US,1700435039
472,qarazhal,48.0078,70.7903,270.56,75,1,2.35,KZ,1700435054
473,zapala,-38.8992,-70.0544,289.52,38,11,10.88,AR,1700435055
474,bairnsdale,-37.8333,147.6167,292.1,64,81,2.03,AU,1700435055
475,nadi,-17.8,177.4167,303.15,45,20,2.06,FJ,1700435055
476,shanwei,22.782,115.3475,290.76,66,67,3.21,CN,1700435056
477,fort mcmurray,56.7268,-111.381,274.88,86,40,1.03,CA,1700434381
478,vieux-habitants,16.0589,-61.7659,299.91,73,97,6.02,GP,1700435056
479,shubarshi,48.5872,57.1869,272.96,63,100,6.43,KZ,1700435056
480,karlshamn,56.1706,14.8619,278.1,85,100,5.45,SE,1700435057
481,barah,13.7,30.3667,295.64,30,100,4.86,SD,1700435057
482,phan rang-thap cham,11.5667,108.9833,295.61,78,100,2.86,VN,1700435057
483,nanping,26.645,118.1736,282.36,85,9,0.58,CN,1700435057
484,mahibadhoo,3.7833,72.9667,300.92,76,92,2.93,MV,1700434624
485,codo,-4.4553,-43.8856,303.11,57,88,2.91,BR,1700435057
486,springbok,-29.6643,17.8865,289.27,50,99,2.1,ZA,1700434955
487,al qusiyah,27.4402,30.8184,290.3,51,0,3.91,EG,1700435058
488,palmer,42.1584,-72.3287,281.4,64,40,2.57,US,1700435028
489,bayji,34.9311,43.487,290.94,72,85,11.57,IQ,1700435059
490,ritchie,-29.038,24.6028,295.71,22,42,2.97,ZA,1700435059
491,roxboro,36.3937,-78.9828,284.14,50,0,0.0,US,1700435059
492,gamba,-2.65,10.0,297.89,92,100,2.06,GA,1700435059
493,enshi,30.3,109.4833,282.29,90,0,0.32,CN,1700435059
494,kailua-kona,19.6406,-155.9956,301.76,72,40,6.69,US,1700434684
495,barcelos,41.5388,-8.6151,289.21,90,7,1.54,PT,1700435060
496,klyuchi,52.2667,79.1667,268.15,60,6,4.58,RU,1700435060
497,urangan,-25.3,152.9,295.93,79,98,6.59,AU,1700435060
498,borkum,53.5809,6.6915,284.23,94,100,2.62,DE,1700435060
499,antsiranana,-12.2787,49.2917,297.82,78,2,7.69,MG,1700435061
500,saint-denis,48.9167,2.3333,285.24,82,20,6.69,FR,1700435061
501,kuanda,56.3161,116.0806,262.79,96,97,0.87,RU,1700435061
502,cecina,43.3128,10.524,288.93,86,51,1.76,IT,1700435061
503,suva,-18.1416,178.4415,300.86,61,20,4.12,FJ,1700435062
504,ambovombe,-25.1667,46.0833,296.31,78,6,1.32,MG,1700435062
505,al ghayzah,16.2079,52.176,299.03,73,14,3.3,YE,1700435062
506,hassi messaoud,31.6804,6.0729,291.07,59,0,2.06,DZ,1700435062
507,christchurch,-43.5333,172.6333,291.66,67,74,6.69,NZ,1700434696
508,manaure,11.7751,-72.4445,300.75,80,100,6.22,CO,1700435063
509,bereznik,62.8551,42.7072,264.97,96,97,1.99,RU,1700435063
510,roseburg north,43.2645,-123.3033,283.64,74,100,2.57,US,1700435063
511,tari,12.4086,4.4914,298.26,21,76,3.93,NG,1700435064
512,lib,8.3122,167.3766,301.54,76,5,6.81,MH,1700435064
513,pochinok,54.4068,32.4407,267.77,72,97,2.34,RU,1700435064
514,as sulayyil,20.4607,45.5779,298.29,42,87,4.52,SA,1700435064
515,lingdong,46.5669,131.1453,262.8,91,22,3.24,CN,1700435065
516,newman,37.3138,-121.0208,290.28,51,4,6.26,US,1700434641
517,rikaze,29.25,88.8833,271.89,53,0,1.48,CN,1700435065
518,whitecourt,54.1502,-115.6855,279.73,56,75,3.09,CA,1700434827
519,iyidere,41.0119,40.3619,286.13,91,100,3.02,TR,1700435065
520,zhezqazghan,47.7833,67.7667,271.82,68,5,3.24,KZ,1700435066
521,ronne,55.1009,14.7066,277.1,93,100,4.12,DK,1700435066
522,haiku-pauwela,20.9219,-156.3051,300.47,59,20,11.32,US,1700434658
523,panagyurishte,42.5,24.1833,278.04,74,15,4.03,BG,1700435066
524,krasnoturansk,54.3186,91.5639,268.28,70,83,5.36,RU,1700435066
525,olyokminsk,60.3736,120.4264,271.56,92,100,5.12,RU,1700434643
526,el calafate,-50.3408,-72.2768,283.12,61,100,6.93,AR,1700434612
527,mitu,1.1983,-70.1733,299.93,80,92,0.54,CO,1700435067
528,nema,57.5067,50.5011,265.05,76,100,1.53,RU,1700434598
529,vaxjo,56.8777,14.8091,275.51,90,100,2.57,SE,1700435068
530,porto-vecchio,41.591,9.2795,290.96,72,75,7.2,FR,1700435068
531,aguada de pasajeros,22.385,-80.8508,296.31,68,8,4.21,CU,1700435068
532,belyy yar,53.6039,91.3903,272.09,55,0,4.0,RU,1700435068
533,xinyu,27.8043,114.9334,283.91,79,5,1.06,CN,1700435068
534,mulanje,-16.0316,35.5,298.06,59,15,1.54,MW,1700435069
535,hasaki,35.7333,140.8333,283.37,63,0,6.71,JP,1700434654
536,miguelopolis,-20.1794,-48.0319,300.05,77,100,3.8,BR,1700435069
537,qusmuryn,52.4503,64.6311,263.2,87,7,2.4,KZ,1700435069
538,urzhum,57.1141,49.9996,266.28,66,100,1.69,RU,1700435070
539,igarka,67.4667,86.5833,237.68,100,79,1.96,RU,1700434663
540,tagab,34.855,69.6492,283.66,25,0,1.46,AF,1700435070
541,aleksandrovsk,59.158,57.5624,264.44,97,99,1.32,RU,1700435070
542,badger,64.8,-147.5333,261.48,87,100,1.54,US,1700434605
543,myeik,12.4333,98.6,293.66,75,71,2.39,MM,1700435071
544,sovetsk,55.0839,21.8785,273.77,87,100,5.19,RU,1700435071
545,plettenberg bay,-34.0527,23.3716,290.36,74,99,2.04,ZA,1700435071
546,ilheus,-14.7889,-39.0494,300.05,78,75,2.57,BR,1700435071
547,teknaf,20.8624,92.3058,296.67,92,39,1.83,BD,1700435071
548,baiti,13.745,-14.7482,304.03,30,100,3.57,SN,1700435072
549,sao miguel do araguaia,-13.275,-50.1628,304.42,42,83,2.38,BR,1700434811
550,barra do corda,-5.5,-45.25,302.49,55,79,0.43,BR,1700435072
551,xilin hot,43.9667,116.0333,269.22,78,39,3.65,CN,1700435072
552,nebraska city,40.6767,-95.8592,284.04,93,100,3.6,US,1700435073
553,vikhorevka,56.1201,101.1636,270.92,69,97,7.27,RU,1700435073
554,kemijarvi,66.7131,27.4306,257.11,99,93,1.72,FI,1700435073
555,taoudenni,22.6783,-3.9836,298.2,17,64,3.78,ML,1700434639
556,rubtsovsk,51.5,81.25,268.42,73,60,3.9,RU,1700435073
557,parauapebas,-6.0675,-49.9022,300.59,70,32,0.66,BR,1700435074
558,kingscliff,-28.2667,153.5667,297.04,64,100,6.69,AU,1700435074
559,lorengau,-2.0226,147.2712,301.22,85,95,4.88,PG,1700434927
560,mugumu,-1.85,34.7,292.77,63,74,4.45,TZ,1700435074
561,acarau,-2.8856,-40.12,300.37,79,14,6.44,BR,1700434707
562,piacabucu,-10.4056,-36.4344,298.72,85,3,6.63,BR,1700435075
563,bressanone,46.715,11.656,277.14,95,32,1.12,IT,1700435075
564,kiruna,67.8557,20.2251,252.66,84,47,1.54,SE,1700435075
565,areia branca,-4.9561,-37.1369,300.05,82,35,9.03,BR,1700434975
566,kenora,49.8167,-94.4337,277.69,65,40,3.09,CA,1700435075
567,korla,41.7597,86.1469,274.56,46,50,0.82,CN,1700434627
568,palikir - national government center,6.9248,158.1611,304.56,66,40,5.14,FM,1700435076
569,port augusta,-32.5,137.7667,294.64,50,66,6.75,AU,1700435076
570,fabens,31.5023,-106.1586,295.77,24,1,9.35,US,1700435076
571,lerwick,60.1545,-1.1494,279.62,94,100,15.05,GB,1700434699
